momento,parto,regiao,uf,grupo,criticidade,records
antes,CESARIANO,Nordeste,MA,2,0,1093
antes,NORMAL,Centro-Oeste,GO,4,0,1092
antes,CESARIANO,Norte,TO,2,2,1085
durante,CESARIANO,Centro-Oeste,GO,1,0,1082
antes,NORMAL,Sul,PR,3,2,1074
depois,CESARIANO,Sul,RS,4,1,1067
antes,NORMAL,Sul,PR,1,0,1058
durante,NORMAL,Sudeste,SP,2,2,1058
durante,CESARIANO,Centro-Oeste,GO,2,1,1056
depois,CESARIANO,Nordeste,SE,5,1,1047
antes,CESARIANO,Sul,RS,4,1,1042
durante,NORMAL,Sul,PR,5,2,1037
antes,CESARIANO,Centro-Oeste,GO,3,1,1034
durante,CESARIANO,Sudeste,MG,5,2,1031
antes,NORMAL,Sudeste,MG,0,2,1030
depois,CESARIANO,Nordeste,MA,2,0,1029
depois,CESARIANO,Norte,PA,2,1,1021
depois,NORMAL,Sul,SC,3,2,1021
antes,NORMAL,Sudeste,MG,1,2,1017
antes,NORMAL,Norte,AC,2,1,1015
depois,CESARIANO,Norte,AC,1,1,1015
depois,NORMAL,Centro-Oeste,MS,2,0,1005
antes,NORMAL,Centro-Oeste,GO,5,1,1001
durante,CESARIANO,Sudeste,RJ,4,1,1000
depois,CESARIANO,Nordeste,RN,5,1,998
durante,CESARIANO,Norte,TO,4,2,998
antes,CESARIANO,Centro-Oeste,GO,5,1,996
depois,NORMAL,Norte,TO,3,1,996
durante,CESARIANO,Centro-Oeste,MS,3,2,993
antes,NORMAL,Sul,PR,2,1,990
durante,NORMAL,Nordeste,CE,5,2,989
depois,NORMAL,Norte,AP,1,0,984
depois,CESARIANO,Centro-Oeste,MT,2,2,976
depois,NORMAL,Sudeste,MG,4,1,976
antes,NORMAL,Nordeste,RN,3,1,966
durante,NORMAL,Norte,AP,1,2,962
antes,CESARIANO,Nordeste,PE,3,0,961
depois,CESARIANO,Sudeste,MG,1,2,960
antes,NORMAL,Sudeste,MG,4,1,949
durante,CESARIANO,Norte,TO,3,2,946
durante,NORMAL,Centro-Oeste,GO,1,1,941
durante,NORMAL,Sul,SC,5,2,941
depois,NORMAL,Centro-Oeste,GO,1,0,940
antes,NORMAL,Nordeste,BA,3,2,939
depois,CESARIANO,Nordeste,CE,5,2,929
antes,CESARIANO,Nordeste,RN,3,1,925
antes,CESARIANO,Sudeste,SP,4,2,924
durante,NORMAL,Norte,RR,1,0,919
antes,NORMAL,Norte,RO,2,1,917
depois,CESARIANO,Norte,TO,1,2,917
durante,NORMAL,Sudeste,MG,5,2,916
durante,CESARIANO,Sudeste,ES,0,2,903
durante,NORMAL,Sudeste,RJ,3,2,901
depois,CESARIANO,Sul,PR,3,2,900
durante,CESARIANO,Norte,AM,1,1,891
durante,CESARIANO,Norte,AC,2,1,890
durante,CESARIANO,Sudeste,ES,3,2,889
depois,CESARIANO,Centro-Oeste,MT,1,1,888
depois,NORMAL,Norte,AM,1,1,882
depois,NORMAL,Sudeste,RJ,5,2,875
durante,CESARIANO,Sul,SC,0,1,872
antes,CESARIANO,Sudeste,MG,4,1,862
antes,NORMAL,Sul,SC,3,2,861
depois,NORMAL,Norte,TO,1,0,860
antes,CESARIANO,Nordeste,SE,5,1,857
depois,NORMAL,Sudeste,MG,0,2,853
antes,CESARIANO,Centro-Oeste,MS,4,1,849
depois,NORMAL,Nordeste,RN,3,1,848
durante,NORMAL,Sudeste,ES,0,2,848
antes,CESARIANO,Nordeste,BA,5,1,847
antes,CESARIANO,Sudeste,MG,1,2,844
durante,CESARIANO,Centro-Oeste,MS,2,1,842
antes,CESARIANO,Norte,TO,1,0,839
antes,NORMAL,Centro-Oeste,MS,4,1,834
depois,NORMAL,Norte,RO,2,1,834
depois,CESARIANO,Nordeste,BA,5,1,829
durante,NORMAL,Centro-Oeste,MS,2,1,826
antes,CESARIANO,Sul,SC,3,2,825
durante,NORMAL,Norte,PA,2,2,822
antes,CESARIANO,Norte,RO,2,1,817
antes,NORMAL,Sudeste,SP,3,2,812
durante,NORMAL,Nordeste,CE,2,2,799
durante,NORMAL,Sudeste,ES,3,2,795
depois,NORMAL,Sudeste,MG,2,2,792
depois,NORMAL,Nordeste,BA,3,2,789
antes,NORMAL,Norte,AP,1,0,780
antes,NORMAL,Sudeste,RJ,4,1,770
durante,CESARIANO,Nordeste,AL,3,2,768
durante,CESARIANO,Norte,AM,4,1,762
durante,CESARIANO,Norte,RR,2,0,761
antes,NORMAL,Nordeste,PE,3,2,759
depois,NORMAL,Sul,PR,3,2,748
depois,NORMAL,Nordeste,PI,3,2,747
antes,CESARIANO,Nordeste,RN,5,1,745
depois,CESARIANO,Centro-Oeste,GO,1,0,739
antes,NORMAL,Norte,AM,1,2,730
durante,NORMAL,Centro-Oeste,MS,3,2,730
durante,CESARIANO,Sudeste,RJ,5,2,727
antes,NORMAL,Sul,SC,0,1,719
depois,CESARIANO,Nordeste,PI,3,2,719
depois,CESARIANO,Nordeste,BA,3,2,714
durante,CESARIANO,Sudeste,ES,5,2,711
antes,NORMAL,Nordeste,PE,5,2,708
antes,CESARIANO,Nordeste,CE,5,1,707
depois,CESARIANO,Sul,PR,1,1,704
antes,NORMAL,Nordeste,CE,3,1,701
antes,NORMAL,Norte,RR,1,1,700
antes,CESARIANO,Centro-Oeste,GO,4,0,696
antes,CESARIANO,Sul,PR,3,2,689
depois,CESARIANO,Centro-Oeste,MS,3,1,686
durante,NORMAL,Nordeste,MA,2,2,686
antes,NORMAL,Sudeste,MG,2,2,685
antes,CESARIANO,Norte,AC,1,1,679
antes,CESARIANO,Sudeste,RJ,3,1,676
depois,NORMAL,Norte,RO,1,1,673
durante,CESARIANO,Sul,PR,5,2,672
antes,NORMAL,Norte,TO,1,2,671
durante,NORMAL,Nordeste,SE,5,2,671
durante,NORMAL,Sudeste,MG,4,2,669
durante,CESARIANO,Sudeste,MG,4,2,668
depois,NORMAL,Sul,SC,0,0,657
durante,NORMAL,Nordeste,AL,3,2,655
antes,NORMAL,Norte,RO,3,1,653
depois,NORMAL,Nordeste,PE,5,2,652
depois,NORMAL,Centro-Oeste,MS,3,1,650
depois,NORMAL,Norte,RR,1,0,649
antes,NORMAL,Norte,RO,1,1,646
depois,CESARIANO,Norte,TO,3,1,645
antes,CESARIANO,Sul,SC,0,0,642
antes,NORMAL,Sul,SC,4,2,637
durante,CESARIANO,Nordeste,PB,3,2,636
antes,CESARIANO,Norte,TO,3,1,624
durante,CESARIANO,Nordeste,BA,5,2,624
depois,NORMAL,Nordeste,CE,3,1,620
antes,NORMAL,Centro-Oeste,MT,2,2,619
antes,NORMAL,Nordeste,CE,5,1,619
depois,NORMAL,Centro-Oeste,MT,1,1,619
depois,NORMAL,Nordeste,PE,3,1,617
depois,CESARIANO,Sudeste,MG,0,2,615
depois,CESARIANO,Norte,RR,2,0,608
depois,CESARIANO,Centro-Oeste,GO,2,1,602
antes,NORMAL,Centro-Oeste,MT,1,1,599
depois,CESARIANO,Centro-Oeste,MS,4,2,598
depois,CESARIANO,Norte,TO,1,1,598
depois,NORMAL,Norte,RO,3,1,597
antes,CESARIANO,Nordeste,MA,4,1,587
antes,CESARIANO,Sul,PR,1,0,587
depois,CESARIANO,Sudeste,ES,3,2,575
depois,NORMAL,Norte,RR,1,1,574
depois,CESARIANO,Centro-Oeste,GO,5,2,570
antes,NORMAL,Centro-Oeste,GO,2,1,567
antes,CESARIANO,Norte,PA,2,1,558
durante,CESARIANO,Nordeste,RN,3,2,558
antes,NORMAL,Nordeste,PE,3,1,550
antes,CESARIANO,Sudeste,MG,0,2,545
antes,CESARIANO,Norte,AP,2,1,543
depois,NORMAL,Sudeste,SP,3,2,541
depois,CESARIANO,Nordeste,CE,3,1,535
durante,NORMAL,Nordeste,PB,3,2,534
antes,CESARIANO,Sudeste,SP,3,2,533
antes,NORMAL,Norte,TO,4,1,532
antes,NORMAL,Norte,TO,4,2,532
durante,CESARIANO,Norte,RO,1,2,526
depois,NORMAL,Centro-Oeste,MS,4,2,524
depois,NORMAL,Norte,TO,3,2,521
depois,NORMAL,Sudeste,ES,3,2,517
antes,NORMAL,Centro-Oeste,MS,3,1,516
depois,CESARIANO,Norte,AM,1,1,516
depois,NORMAL,Centro-Oeste,GO,2,1,508
depois,NORMAL,Sul,PR,5,2,507
antes,CESARIANO,Nordeste,BA,3,2,501
antes,NORMAL,Norte,TO,3,2,501
antes,CESARIANO,Sul,RS,5,2,499
depois,NORMAL,Sul,RS,5,2,499
depois,CESARIANO,Nordeste,MA,2,1,494
antes,NORMAL,Sul,PR,4,1,490
durante,NORMAL,Sudeste,ES,5,2,488
depois,CESARIANO,Norte,AM,1,2,485
depois,NORMAL,Centro-Oeste,GO,1,1,484
durante,CESARIANO,Sudeste,SP,2,2,484
depois,NORMAL,Nordeste,BA,5,2,480
depois,CESARIANO,Norte,RR,1,0,479
durante,NORMAL,Nordeste,BA,2,2,479
durante,NORMAL,Sudeste,RJ,4,2,479
depois,CESARIANO,Sul,PR,4,1,478
depois,NORMAL,Norte,AC,2,1,476
durante,CESARIANO,Norte,PA,2,2,475
antes,CESARIANO,Nordeste,PE,3,2,474
depois,NORMAL,Sul,PR,4,1,474
durante,CESARIANO,Nordeste,CE,3,2,473
depois,NORMAL,Sul,SC,5,2,470
antes,NORMAL,Sul,RS,5,2,462
depois,CESARIANO,Sul,RS,5,2,457
antes,CESARIANO,Centro-Oeste,MS,4,2,453
durante,CESARIANO,Norte,RO,2,2,453
depois,NORMAL,Norte,TO,4,2,449
antes,NORMAL,Nordeste,BA,5,2,446
antes,CESARIANO,Centro-Oeste,MT,2,2,444
antes,NORMAL,Sul,SC,0,2,443
durante,NORMAL,Nordeste,MA,4,2,442
durante,NORMAL,Sul,PR,2,2,440
antes,NORMAL,Centro-Oeste,MS,4,2,438
antes,CESARIANO,Centro-Oeste,GO,1,0,437
depois,NORMAL,Norte,TO,4,1,436
durante,CESARIANO,Centro-Oeste,GO,1,1,434
durante,CESARIANO,Sudeste,RJ,3,2,433
antes,CESARIANO,Sul,PR,4,1,431
durante,CESARIANO,Centro-Oeste,MT,1,2,427
depois,CESARIANO,Sudeste,RJ,3,2,426
antes,CESARIANO,Norte,RO,1,1,425
durante,NORMAL,Norte,AC,1,2,422
depois,CESARIANO,Sul,SC,5,2,419
depois,NORMAL,Sul,SC,0,1,417
depois,NORMAL,Sudeste,SP,2,2,414
durante,CESARIANO,Nordeste,BA,2,2,414
durante,CESARIANO,Sul,PR,2,2,413
antes,CESARIANO,Norte,TO,1,2,409
depois,CESARIANO,Norte,TO,1,0,408
durante,NORMAL,Norte,RO,2,2,408
antes,CESARIANO,Sul,PR,2,1,407
depois,CESARIANO,Norte,RO,3,1,399
antes,CESARIANO,Nordeste,CE,2,2,393
antes,NORMAL,Sudeste,RJ,5,2,392
durante,CESARIANO,Centro-Oeste,GO,4,1,389
depois,CESARIANO,Sudeste,SP,3,2,388
depois,NORMAL,Sudeste,RJ,3,2,387
depois,CESARIANO,Sudeste,MG,2,2,385
depois,CESARIANO,Norte,AC,2,1,384
depois,NORMAL,Centro-Oeste,GO,5,2,383
depois,NORMAL,Sul,SC,4,2,383
antes,NORMAL,Norte,RR,1,0,380
antes,CESARIANO,Nordeste,MA,2,1,379
depois,CESARIANO,Centro-Oeste,GO,1,1,379
durante,CESARIANO,Sul,SC,0,2,379
depois,CESARIANO,Nordeste,CE,2,2,377
depois,CESARIANO,Sul,PR,5,2,375
durante,NORMAL,Centro-Oeste,MT,1,2,374
antes,CESARIANO,Sul,SC,5,2,370
antes,NORMAL,Sudeste,SP,2,2,367
depois,CESARIANO,Norte,TO,3,2,366
depois,CESARIANO,Norte,TO,4,1,364
antes,CESARIANO,Sudeste,MG,2,2,361
antes,NORMAL,Centro-Oeste,MS,2,1,361
antes,NORMAL,Norte,AM,1,1,358
depois,NORMAL,Sudeste,MG,5,2,354
durante,CESARIANO,Norte,AP,1,0,354
depois,NORMAL,Sudeste,ES,0,2,353
antes,NORMAL,Centro-Oeste,GO,5,2,350
depois,CESARIANO,Sudeste,ES,0,2,349
antes,CESARIANO,Norte,AM,1,2,347
antes,NORMAL,Centro-Oeste,GO,1,1,346
antes,CESARIANO,Nordeste,CE,3,1,345
antes,CESARIANO,Norte,AC,2,1,344
depois,CESARIANO,Norte,TO,4,2,344
depois,NORMAL,Sul,SC,0,2,344
depois,CESARIANO,Centro-Oeste,MS,2,1,341
depois,CESARIANO,Centro-Oeste,MS,3,2,339
durante,NORMAL,Centro-Oeste,GO,1,2,339
depois,NORMAL,Centro-Oeste,MS,3,2,338
depois,NORMAL,Norte,PA,2,2,338
antes,NORMAL,Norte,AM,4,1,337
depois,CESARIANO,Nordeste,CE,3,2,337
depois,NORMAL,Nordeste,CE,2,1,335
depois,NORMAL,Nordeste,CE,5,2,333
depois,CESARIANO,Norte,AP,1,0,329
antes,NORMAL,Sul,SC,5,2,325
durante,CESARIANO,Nordeste,MA,2,1,324
durante,NORMAL,Centro-Oeste,GO,4,2,324
depois,NORMAL,Norte,AP,1,2,322
durante,CESARIANO,Centro-Oeste,GO,1,2,319
antes,CESARIANO,Sul,SC,0,1,315
antes,CESARIANO,Sul,SC,4,2,313
depois,CESARIANO,Sudeste,MG,5,2,312
antes,CESARIANO,Sudeste,MG,5,2,311
depois,CESARIANO,Sul,SC,4,2,308
durante,CESARIANO,Norte,PA,4,2,307
durante,CESARIANO,Norte,RO,3,2,306
antes,NORMAL,Nordeste,CE,2,2,303
depois,NORMAL,Sudeste,RJ,4,2,301
durante,NORMAL,Norte,RO,1,2,301
depois,CESARIANO,Sudeste,RJ,4,2,297
durante,CESARIANO,Nordeste,MA,2,2,292
depois,CESARIANO,Norte,PA,2,2,289
depois,NORMAL,Sul,PR,1,0,289
durante,CESARIANO,Norte,AP,1,2,289
durante,CESARIANO,Nordeste,SE,5,2,287
durante,NORMAL,Centro-Oeste,GO,4,1,283
antes,CESARIANO,Centro-Oeste,MT,1,1,282
antes,NORMAL,Sudeste,MG,5,2,281
depois,CESARIANO,Centro-Oeste,GO,4,1,281
antes,NORMAL,Sudeste,ES,5,2,280
depois,CESARIANO,Nordeste,PB,3,2,279
depois,NORMAL,Nordeste,MA,4,2,278
antes,CESARIANO,Norte,TO,4,2,275
durante,CESARIANO,Centro-Oeste,GO,4,2,274
durante,CESARIANO,Norte,RR,1,0,273
antes,CESARIANO,Sudeste,ES,5,2,271
durante,CESARIANO,Nordeste,RN,5,2,270
antes,NORMAL,Sudeste,RJ,3,2,266
antes,NORMAL,Sudeste,MG,4,2,261
depois,CESARIANO,Nordeste,BA,5,2,260
depois,CESARIANO,Norte,RR,1,1,260
antes,NORMAL,Nordeste,SE,5,2,259
antes,CESARIANO,Norte,TO,4,1,258
antes,CESARIANO,Norte,TO,3,2,254
depois,CESARIANO,Nordeste,PE,5,2,253
depois,NORMAL,Norte,AM,4,1,252
depois,NORMAL,Nordeste,CE,2,2,250
durante,NORMAL,Norte,RO,3,2,249
antes,CESARIANO,Norte,RR,2,0,246
durante,CESARIANO,Norte,AC,1,2,241
antes,CESARIANO,Nordeste,AL,3,2,239
depois,NORMAL,Centro-Oeste,MS,2,1,239
durante,NORMAL,Norte,AM,4,2,239
depois,CESARIANO,Nordeste,AL,3,2,232
antes,CESARIANO,Centro-Oeste,GO,2,1,231
antes,NORMAL,Sudeste,ES,0,2,231
antes,CESARIANO,Centro-Oeste,MS,3,1,230
durante,CESARIANO,Norte,RR,2,1,230
durante,CESARIANO,Sudeste,RJ,4,2,229
antes,CESARIANO,Centro-Oeste,GO,5,2,227
depois,CESARIANO,Nordeste,RN,3,2,227
depois,NORMAL,Nordeste,PB,3,2,227
depois,NORMAL,Nordeste,AL,3,2,226
antes,CESARIANO,Centro-Oeste,MS,2,1,225
antes,CESARIANO,Norte,RO,3,1,218
depois,NORMAL,Sudeste,MG,4,2,218
durante,NORMAL,Sul,RS,4,2,211
antes,CESARIANO,Sudeste,MG,4,2,209
antes,CESARIANO,Nordeste,RN,3,2,208
depois,NORMAL,Nordeste,MA,2,2,208
depois,NORMAL,Sudeste,ES,5,2,207
antes,CESARIANO,Sudeste,ES,0,2,205
durante,CESARIANO,Norte,RR,1,1,205
depois,CESARIANO,Sudeste,MG,4,2,201
depois,CESARIANO,Sul,SC,0,0,201
antes,CESARIANO,Centro-Oeste,MS,3,2,199
antes,NORMAL,Nordeste,BA,2,2,198
durante,NORMAL,Norte,PA,4,2,198
antes,NORMAL,Nordeste,CE,5,2,197
depois,NORMAL,Nordeste,SE,5,2,195
durante,CESARIANO,Sul,RS,4,2,195
antes,CESARIANO,Nordeste,BA,5,2,193
antes,NORMAL,Norte,AP,1,2,188
antes,NORMAL,Norte,RO,2,2,188
depois,NORMAL,Centro-Oeste,GO,4,2,188
depois,CESARIANO,Sudeste,ES,5,2,187
depois,NORMAL,Norte,AM,4,2,186
antes,CESARIANO,Sudeste,RJ,4,1,183
depois,CESARIANO,Nordeste,MA,4,2,183
antes,NORMAL,Norte,PA,2,2,182
durante,NORMAL,Nordeste,CE,3,2,181
antes,NORMAL,Nordeste,AL,3,2,180
depois,NORMAL,Centro-Oeste,MT,1,2,179
depois,CESARIANO,Norte,RR,2,1,177
depois,CESARIANO,Centro-Oeste,MT,1,2,172
durante,NORMAL,Sul,PR,1,1,171
antes,NORMAL,Centro-Oeste,MS,3,2,167
depois,CESARIANO,Nordeste,BA,2,2,167
depois,NORMAL,Nordeste,BA,2,2,167
antes,CESARIANO,Norte,AM,4,1,166
depois,CESARIANO,Nordeste,RN,5,2,166
durante,CESARIANO,Nordeste,MA,4,2,166
depois,CESARIANO,Norte,AP,1,2,163
antes,CESARIANO,Sudeste,RJ,5,2,160
depois,NORMAL,Centro-Oeste,GO,4,1,159
antes,CESARIANO,Norte,AM,1,1,158
depois,CESARIANO,Norte,RO,1,2,157
antes,NORMAL,Sul,PR,5,2,155
depois,CESARIANO,Sudeste,SP,2,2,155
antes,CESARIANO,Nordeste,PB,3,2,153
antes,CESARIANO,Nordeste,CE,5,2,148
antes,CESARIANO,Sudeste,SP,2,2,148
antes,NORMAL,Norte,AC,1,2,146
antes,NORMAL,Sul,PR,2,2,145
antes,CESARIANO,Nordeste,BA,2,2,141
durante,NORMAL,Nordeste,RN,3,2,141
antes,NORMAL,Nordeste,MA,2,2,140
depois,CESARIANO,Norte,RO,2,2,140
durante,NORMAL,Nordeste,RN,5,2,139
depois,CESARIANO,Nordeste,MA,2,2,137
antes,NORMAL,Nordeste,PB,3,2,136
antes,CESARIANO,Sul,SC,0,2,135
antes,CESARIANO,Norte,AP,1,0,130
depois,CESARIANO,Sul,SC,0,1,129
durante,CESARIANO,Nordeste,PE,3,1,126
depois,CESARIANO,Norte,AM,4,2,123
depois,NORMAL,Norte,RO,1,2,121
depois,NORMAL,Sul,PR,1,2,120
antes,NORMAL,Centro-Oeste,GO,4,1,119
depois,NORMAL,Sul,PR,2,2,119
depois,CESARIANO,Centro-Oeste,GO,4,2,118
depois,NORMAL,Centro-Oeste,GO,1,2,118
durante,NORMAL,Norte,AP,1,1,118
durante,CESARIANO,Centro-Oeste,MT,4,2,117
durante,NORMAL,Centro-Oeste,MT,4,2,117
antes,CESARIANO,Centro-Oeste,GO,4,2,115
antes,CESARIANO,Norte,PA,2,2,115
depois,CESARIANO,Norte,AM,4,1,115
depois,CESARIANO,Nordeste,PE,3,0,114
depois,NORMAL,Norte,PA,4,2,113
antes,NORMAL,Sul,PR,1,1,112
depois,CESARIANO,Centro-Oeste,GO,1,2,112
antes,CESARIANO,Centro-Oeste,GO,1,1,111
antes,CESARIANO,Sul,PR,5,2,110
depois,CESARIANO,Norte,RO,3,2,110
antes,NORMAL,Norte,RO,1,2,109
depois,NORMAL,Norte,RO,2,2,109
durante,NORMAL,Norte,AC,2,2,106
depois,NORMAL,Nordeste,CE,3,2,105
antes,CESARIANO,Centro-Oeste,GO,4,1,104
durante,CESARIANO,Norte,AM,4,2,104
antes,CESARIANO,Nordeste,MA,2,2,102
antes,CESARIANO,Nordeste,PE,3,1,101
antes,CESARIANO,Norte,AC,1,2,101
depois,CESARIANO,Sul,PR,1,2,100
antes,NORMAL,Sudeste,ES,3,2,98
antes,CESARIANO,Nordeste,RN,5,2,96
antes,CESARIANO,Sudeste,RJ,3,2,96
depois,CESARIANO,Nordeste,SE,5,2,93
durante,CESARIANO,Centro-Oeste,MS,2,2,92
depois,CESARIANO,Norte,PA,4,2,90
depois,NORMAL,Norte,RO,3,2,90
depois,NORMAL,Norte,AC,1,2,88
antes,CESARIANO,Centro-Oeste,GO,1,2,87
depois,NORMAL,Sul,RS,4,2,86
antes,CESARIANO,Norte,RO,2,2,85
antes,NORMAL,Centro-Oeste,MT,1,2,84
depois,CESARIANO,Sul,RS,4,2,84
antes,NORMAL,Centro-Oeste,GO,4,2,83
antes,NORMAL,Nordeste,RN,3,2,82
antes,CESARIANO,Nordeste,CE,3,2,81
depois,CESARIANO,Norte,AC,1,2,80
durante,CESARIANO,Sul,PR,1,2,80
antes,CESARIANO,Norte,RO,1,2,79
depois,NORMAL,Nordeste,RN,5,2,79
antes,CESARIANO,Nordeste,SE,5,2,78
antes,CESARIANO,Sudeste,ES,3,2,76
durante,CESARIANO,Norte,AC,2,2,74
antes,NORMAL,Centro-Oeste,GO,1,2,68
antes,NORMAL,Sudeste,RJ,4,2,67
depois,CESARIANO,Centro-Oeste,MT,4,2,67
depois,NORMAL,Sul,PR,1,1,67
antes,CESARIANO,Sul,PR,2,2,63
antes,NORMAL,Nordeste,MA,4,2,63
depois,NORMAL,Centro-Oeste,MT,4,2,61
antes,NORMAL,Norte,AM,4,2,60
antes,CESARIANO,Sul,PR,1,1,59
depois,CESARIANO,Sul,PR,2,2,58
antes,NORMAL,Norte,RO,3,2,57
depois,CESARIANO,Sul,SC,0,2,54
antes,CESARIANO,Norte,PA,4,2,53
antes,NORMAL,Sul,RS,4,2,52
durante,NORMAL,Sul,PR,1,2,51
durante,NORMAL,Centro-Oeste,MS,2,2,50
depois,CESARIANO,Norte,AC,2,2,49
antes,CESARIANO,Norte,RR,2,1,46
antes,NORMAL,Norte,AC,2,2,46
antes,NORMAL,Nordeste,CE,3,2,45
depois,NORMAL,Norte,AC,2,2,45
durante,CESARIANO,Norte,AP,1,1,45
antes,CESARIANO,Centro-Oeste,MT,1,2,44
antes,CESARIANO,Norte,AP,1,2,44
antes,NORMAL,Norte,PA,4,2,43
depois,NORMAL,Norte,AP,2,2,43
durante,NORMAL,Norte,AP,2,2,43
antes,NORMAL,Sul,PR,1,2,42
depois,NORMAL,Norte,RR,2,2,41
durante,NORMAL,Sul,PR,4,2,36
antes,NORMAL,Centro-Oeste,MT,4,2,35
antes,CESARIANO,Sul,RS,4,2,34
antes,CESARIANO,Norte,RO,3,2,33
antes,NORMAL,Norte,AP,1,1,33
depois,CESARIANO,Centro-Oeste,MS,2,2,33
antes,CESARIANO,Nordeste,MA,4,2,31
antes,CESARIANO,Norte,RR,1,1,31
depois,CESARIANO,Norte,RR,2,2,31
antes,CESARIANO,Norte,AM,4,2,30
depois,NORMAL,Sul,PR,4,2,30
depois,NORMAL,Centro-Oeste,MS,2,2,29
depois,NORMAL,Norte,AP,1,1,29
durante,NORMAL,Norte,RR,2,2,29
antes,NORMAL,Nordeste,RN,5,2,27
antes,CESARIANO,Sudeste,RJ,4,2,26
depois,NORMAL,Nordeste,RN,3,2,23
durante,NORMAL,Norte,RR,1,2,22
durante,CESARIANO,Norte,AP,2,2,21
durante,CESARIANO,Norte,RR,2,2,21
durante,CESARIANO,Sul,PR,4,2,21
depois,CESARIANO,Sul,PR,4,2,20
antes,CESARIANO,Sul,PR,1,2,19
depois,CESARIANO,Norte,AP,2,2,19
antes,NORMAL,Norte,AP,2,2,18
depois,CESARIANO,Nordeste,PE,3,1,18
depois,CESARIANO,Norte,AP,1,1,18
antes,CESARIANO,Norte,AC,2,2,17
antes,CESARIANO,Centro-Oeste,MT,4,2,14
antes,CESARIANO,Norte,AP,1,1,14
depois,NORMAL,Norte,RR,1,2,13
antes,CESARIANO,Sul,PR,4,2,10
depois,CESARIANO,Norte,RR,1,2,9
durante,CESARIANO,Norte,RR,1,2,9
antes,NORMAL,Sul,PR,4,2,8
antes,CESARIANO,Norte,RR,1,0,6
antes,NORMAL,Norte,RR,2,2,6
antes,CESARIANO,Norte,AP,2,2,5
antes,CESARIANO,Centro-Oeste,MS,2,2,4
antes,NORMAL,Centro-Oeste,MS,2,2,4
antes,CESARIANO,Norte,RR,2,2,3
